1	100	135486.453125
1	99	134117.901	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
2	99	132749.343750
2	100	134117.906250
1	99	134117.906250
2	99	132749.343750
1	99	134117.906250
2	100	134117.906250
2	99	132749.343750
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
2	99	132749.343750
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
2	100	134117.906250
2	99	132749.343750
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
2	99	132749.343750
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
2	99	132749.343750
1	99	134117.906250
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	99	132749.343750
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
2	99	132749.343750
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
2	100	134117.906250
2	100	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
2	99	132749.343750
1	99	134117.906250
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
2	100	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	99	134117.906250
1	99	134117.906250
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
2	100	134117.906250
2	100	134117.906250
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
2	100	134117.906250
2	100	134117.906250
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	99	132749.343750
2	100	134117.906250
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
2	99	132749.343750
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
2	99	132749.343750
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
2	99	132749.343750
2	100	134117.906250
2	99	132749.343750
2	99	132749.343750
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
2	99	132749.343750
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
2	100	134117.906250
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
2	99	132749.343750
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
1	100	135486.453125
2	100	134117.906250
1	99	134117.906250
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
1	99	134117.906250
2	99	132749.343750
1	99	134117.906250
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
2	99	132749.343750
1	100	135486.453125
1	100	135486.453125
2	100	134117.906250
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	99	134117.906250
1	99	134117.906250
1	100	135486.453125
1	99	134117.906250
2	100	134117.906250
2	100	134117.906250
2	99	132749.343750
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	99	134117.906250
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
2	99	132749.343750
1	99	134117.906250
2	100	134117.906250
2	100	134117.906250
2	100	134117.906250
2	99	132749.343750
2	100	134117.906250
2	99	132749.343750
2	100	134117.906250
1	100	135486.453125
2	100	134117.906250
1	100	135486.453125
1	100	135486.453125
2	99	132749.343750
1	99	134117.906250
2	100	134117.906250
1	99	134117.906250
1	99	134117.906250
