102
2	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
2	102
3	102
3	102
3	102
3	102
3	102
2	1025	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
2	102
2	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
4	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
4	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
4	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
2	102
3	102
2	102
4	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
4	102
3	102
3	102
3	102
3	102
2	102
3	102
4	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
4	102
3	102
3	102
3	102
3	102
3	102
4	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
2	102
3	102
2	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
4	102
2	102
3	102
2	102
3	102
3	102
2	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
4	102
2	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
2	102
3	102
3	102
4	102
3	102
3	102
3	102
3	102
2	102
3	102
2	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
3	102
2	102
3	102
3	102
3	102
3	102
2	102
3	102
4	102
3	102
2	102
3	102
